Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"M Olszanecka-Glinianowicz, D Dudek…","Leczenie nadwagi i otyłości w czasie i po pandemii. Nie czekajmy na rozwój powikłań—Nowe wytyczne dla lekarzy",2020,"… Tętnicze w Praktyce","journals.viamedica.pl","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/view/71096","https://scholar.google.com/scholar?cites=621647042682623045&as_sdt=2005&sciodt=2007&hl=en",32,"2024-11-27 10:42:35","","","","",,,,,14,3.50,5,3,4,"… Wytyczne opracowane przez Ekspertów pod patronatem Polskiego Towarzystwa Badań nad Otyłością, … W celu zwiększenia poziomu wiedzy lekarzy powstały aktualne wytyczne. …","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/download/71096/52046","https://scholar.google.com/scholar?q=related:RRTFErGIoAgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
30,"J Perk, G De Backer, H Gohlke, I Graham…","Europejskie wytyczne dotyczące zapobiegania chorobom serca i naczyń w praktyce klinicznej na 2012 rok",2012,"Kardiologia …","journals.viamedica.pl","https://journals.viamedica.pl/kardiologia_polska/article/download/78792/61537","https://scholar.google.com/scholar?cites=13859431334858424101&as_sdt=2005&sciodt=2007&hl=en",33,"2024-11-27 10:42:35","PDF","","","",,,,,30,2.50,6,5,12,"… Niniejsze wytyczne ESC opublikowano wyłącznie do użytku prywatnego w celach … Oświadczenie: Wytyczne ESC reprezentują punkt widzenia Towarzystwa i powstały po dokładnej …","https://journals.viamedica.pl/kardiologia_polska/article/download/78792/61537","https://scholar.google.com/scholar?q=related:JX8nX16XVsAJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
20,"GRETK ESC","Wytyczne ESC dotyczące stymulacji serca i terapii resynchronizującej w 2013 roku",2013,"Kardiologia Polska","journals.viamedica.pl","https://journals.viamedica.pl/kardiologia_polska/article/viewFile/77545/57017","https://scholar.google.com/scholar?cites=6898551416346875837&as_sdt=2005&sciodt=2007&hl=en",34,"2024-11-27 10:42:35","PDF","","","",,,,,20,1.82,20,1,11,"… Wytyczne nie zastępują podręczników, lecz są ich dopełnieniem i obejmują tematy podstawowe … Eksperci należący do grupy tworzącej wytyczne i dokonujący przeglądu danych złożyli …","https://journals.viamedica.pl/kardiologia_polska/article/viewFile/77545/57017","https://scholar.google.com/scholar?q=related:vZcfjPaTvF8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
23,"J Windyga, K Chojnowski, A Klukowska…","Część I: Wytyczne postępowania w hemofilii A i B niepowikłanej inhibitorem czynnika VIII i IX (wydanie zaktualizowane)",2016,"acta haematologica …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001581416300093","https://scholar.google.com/scholar?cites=18064712924711566621&as_sdt=2005&sciodt=2007&hl=en",35,"2024-11-27 10:42:35","","","","",,,,,23,2.88,6,4,8,"In this document, Working Group for Haemostasis of the Polish Society of Haematology and Blood Transfusion updates the principles of diagnosis and treatment of haemophilia A and B…","https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/140138/windyga_et-al_czesc_i_wytyczne_postepowania_w_hemofilii_2016.odt?sequence=2","https://scholar.google.com/scholar?q=related:HT3XrrHAsvoJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
40,"T Grodzicki, B Gryglewska, T Tomasik, A Windak…","Zasady postępowania w nadciśnieniu tętniczym: wytyczne Polskiego Towarzystwa Nadciśnienia Tętniczego oraz Kolegium Lekarzy Rodzinnych w Polsce",2008,"Nadciśnienie …","ruj.uj.edu.pl","https://ruj.uj.edu.pl/xmlui/handle/item/245733","https://scholar.google.com/scholar?cites=6384848100132102102&as_sdt=2005&sciodt=2007&hl=en",36,"2024-11-27 10:42:35","","","","",,,,,40,2.50,8,5,16,"Zarząd Główny Polskiego Towarzystwa Nadciśnienia Tętniczego (PTNT) oraz Prezydium Kolegium Lekarzy Rodzinnych w Polsce oddają w Państwa ręce uaktualnione wytyczne …","https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/245733/grodzicki_et-al_zasady_postepowania_w_nadcisnieniu_tetniczym_wytyczne_polskiego_towarzystwa_nadcisnienia_tetniczego_2008.pdf?sequence=1","https://scholar.google.com/scholar?q=related:1p8zyYSJm1gJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
32,"M Roffi, C Patrono, JP Collet, C Mueller…","Wytyczne ESC dotyczaçe postȩpowania w ostrych zespołach wieńcowych bez przetrwałego uniesienia odcinka ST w 2015 roku: Grupa Robocza Europejskiego …",2015,"Kardiologia …","researchnow.flinders.edu.au","https://researchnow.flinders.edu.au/en/publications/wytyczne-esc-dotycza%C3%A7e-post%C8%A9powania-w-ostrych-zespo%C5%82ach-wie%C5%84cowyc","https://scholar.google.com/scholar?cites=13823378883041528806&as_sdt=2005&sciodt=2007&hl=en",37,"2024-11-27 10:42:35","","","","",,,,,32,3.56,6,5,9,"… Wytyczne są dokumentami podsumowującymi i oceniającymi wszystkie dowody z badań … Wytyczne i zalecenia powinny pomagać lekarzom w podejmowaniu decyzji w codziennej …","","https://scholar.google.com/scholar?q=related:5otTz9qB1r8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
12,"M Banach, P Burchardt, K Chlebus…","Wytyczne PTL/KLRWP/PTK/PTDL/PTD/PTNT diagnostyki i leczenia zaburzeń lipidowych w Polsce 2021",2021,"… Tętnicze w Praktyce","journals.viamedica.pl","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/view/85963","https://scholar.google.com/scholar?cites=6103346112402943877&as_sdt=2005&sciodt=2007&hl=en",38,"2024-11-27 10:42:35","","","","",,,,,12,4.00,3,4,3,"Pomimo upływu pięciu lat od publikacji ostatnich wytycznych zaburzenia przemiany lipidów są wciąż najbardziej rozpowszechnionym i najgorzej kontrolowanym czynnikiem ryzyka …","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/download/85963/64378","https://scholar.google.com/scholar?q=related:he8Jy_Nws1QJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
21,"SG Priori, C Blomstrom-Lundqvist, A Mazzanti…","Wytyczne ESC dotyczące postępowania u pacjentów z komorowymi zaburzeniami rytmu oraz zapobiegania nagłym zgonom sercowym w 2015 roku",2015,"Kardiologia …","iris.unimore.it","https://iris.unimore.it/handle/11380/1222217","https://scholar.google.com/scholar?cites=2162725904824292249&as_sdt=2005&sciodt=2007&hl=en",39,"2024-11-27 10:42:35","","","","",,,,,21,2.33,5,4,9,"Wytyczne ESC dotyczące postępowania u pacjentów z komorowymi zaburzeniami rytmu oraz zapobiegania nagłym zgonom sercowym w 2015 roku … Wytyczne ESC dotyczące …","","https://scholar.google.com/scholar?q=related:mVOWd8CLAx4J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
26,"JJV McMurray, S Adamopoulos, SD Anker…","Wytyczne ESC dotycza̧ce rozpoznania oraz leczenia ostrej i przewlekłej niewydolności serca na 2012 rok",2012,"Kardiologia …","journals.viamedica.pl","https://journals.viamedica.pl/kardiologia_polska/article/download/78791/61536","https://scholar.google.com/scholar?cites=5259110282244937548&as_sdt=2005&sciodt=2007&hl=en",40,"2024-11-27 10:42:35","PDF","","","",,,,,26,2.17,7,4,12,"… Niniejsze wytyczne ESC opublikowano wyłącznie do użytku prywatnego w celach … Oświadczenie: Wytyczne ESC reprezentują punkt widzenia Towarzystwa i powstały po dokładnej …","https://journals.viamedica.pl/kardiologia_polska/article/download/78791/61536","https://scholar.google.com/scholar?q=related:TFfQD_Ac_EgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
19,"W Tomkowski, P Kuca, T Urbanek…","Żylna choroba zakrzepowo-zatorowa—wytyczne profilaktyki, diagnostyki i terapii Konsensus Polski 2017",2017,"Acta …","journals.viamedica.pl","https://journals.viamedica.pl/acta_angiologica/article/view/51474","https://scholar.google.com/scholar?cites=2994111675398162980&as_sdt=2005&sciodt=2007&hl=en",41,"2024-11-27 10:42:35","","","","",,,,,19,2.71,5,4,7,"Żylna choroba zakrzepowo-zatorowa — wytyczne profilaktyki, diagnostyki i terapii. … W tabeli 5 przedstawiono wytyczne dotyczące dawek HDCz w ciąży zgodne z zaleceniami …","https://journals.viamedica.pl/acta_angiologica/article/download/51474/38621","https://scholar.google.com/scholar?q=related:JAr1jbQ4jSkJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
24,"B Mrozikiewicz-Rakowska, A JAWIEŃ, M SOPATA…","Organizacja opieki nad chorymi z zespołem stopy cukrzycowej. Wytyczne Polskiego Towarzystwa Leczenia Ran",2015,"Leczenie …","researchgate.net","https://www.researchgate.net/profile/Michal-Goran-Stanisic/publication/284347351_THE_ORGANIZATION_OF_HEALTH_CARE_OF_PATIENTS_WITH_DIABETIC_FOOT_SYNDROME_GUIDELINES_OF_POLISH_WOUND_MANAGEMENT_ASSOCIATION/links/5651cf4d08aefe619b186f3d/THE-ORGANIZATION-OF-HEALTH-CARE-OF-PATIENTS-WITH-DIABETIC-FOOT-SYNDROME-GUIDELINES-OF-POLISH-WOUND-MANAGEMENT-ASSOCIATION.pdf","https://scholar.google.com/scholar?cites=8568791990352932171&as_sdt=2005&sciodt=2007&hl=en",42,"2024-11-27 10:42:35","PDF","","","",,,,,24,2.67,6,4,9,"Polskie Towarzystwo Leczenia Ran oddaje po raz pierwszy w Państwa ręce wytyczne w zakresie postępowania z chorymi z zespołem stopy cukrzycowej (ZSC). Zalecenia bazują na …","https://www.researchgate.net/profile/Michal-Goran-Stanisic/publication/284347351_THE_ORGANIZATION_OF_HEALTH_CARE_OF_PATIENTS_WITH_DIABETIC_FOOT_SYNDROME_GUIDELINES_OF_POLISH_WOUND_MANAGEMENT_ASSOCIATION/links/5651cf4d08aefe619b186f3d/THE-ORGANIZATION-OF-HEALTH-CARE-OF-PATIENTS-WITH-DIABETIC-FOOT-SYNDROME-GUIDELINES-OF-POLISH-WOUND-MANAGEMENT-ASSOCIATION.pdf","https://scholar.google.com/scholar?q=related:S-0yc-p26nYJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
9,"A Tyszecki","Wytyczne do procedury i wykonywania ocen oddzialywania na srodowisko",1999,"","policycommons.net","https://policycommons.net/artifacts/1372285/wytyczne-do-procedury-i-wykonywania-ocen-oddzialywania-na-srodowisko/1986459/","https://scholar.google.com/scholar?cites=16372212455392222619&as_sdt=2005&sciodt=2007&hl=en",43,"2024-11-27 10:42:35","","","","",,,,,9,0.36,9,1,25,"Upowszechnienie oraz wdrożenie procedur i wykonywania ocen oddziaływania na œrodowisko wymagało pilnego podjęcia programu szkoleń, umożliwiających zrozu- mienie idei tych …","","https://scholar.google.com/scholar?q=related:mx3hBnzINeMJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"J Samochowiec, D Dudek, J Kucharska-Mazur…","Leczenie farmakologiczne epizodu depresji i zaburzeń depresyjnych nawracających-wytyczne Polskiego Towarzystwa Psychiatrycznego i Konsultanta …",2021,"Psychiatria …","ruj.uj.edu.pl","https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/274132/dudek_janusz_bala_et-al_leczenie_farmakologiczne_epizodu_depresji_2021.pdf?sequence=1","https://scholar.google.com/scholar?cites=10872989323489920611&as_sdt=2005&sciodt=2007&hl=en",44,"2024-11-27 10:42:35","PDF","","","",,,,,13,4.33,3,4,3,"Under the auspices of the Polish Psychiatric Association and the National Consultant in Psychiatry, on the basis of analysis of international guidelines, the expert group consisting of …","https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/274132/dudek_janusz_bala_et-al_leczenie_farmakologiczne_epizodu_depresji_2021.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Y0Y7oS6e5JYJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
9,"L Krawczyk","Wytyczne normy ISO 9004: 2009",2011,"Problemy Jakości","infona.pl","https://www.infona.pl/resource/bwmeta1.element.baztech-article-BAT9-0022-0072","https://scholar.google.com/scholar?cites=9956288782746496067&as_sdt=2005&sciodt=2007&hl=en",45,"2024-11-27 10:42:35","","","","",,,,,9,0.69,9,1,13,"The aim of the article is presentation of guidance new International Standard ISO 9004:2009 ""Managing for the sustained success of an organization. A quality management approach"" (…","","https://scholar.google.com/scholar?q=related:Q6zPsOXXK4oJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
14,"D Maśniak","„Rekomendacje i wytyczne KNF–dialog nadzorowany, czyli „miękkie prawo” z twardym skutkiem”",2015,"Prawo Asekuracyjne","prawoasekuracyjne.polbrokers.pl","http://prawoasekuracyjne.polbrokers.pl/wp-content/uploads/2017/08/pdf_masniak_2_2015.pdf","https://scholar.google.com/scholar?cites=9158818690776781963&as_sdt=2005&sciodt=2007&hl=en",46,"2024-11-27 10:42:35","PDF","","","",,,,,14,1.56,14,1,9,"Jednym z powodów wprowadzenia zamkniętego katalogu Ÿródeł prawa jest obawa przed dezinformacją podmiotów stosujących prawo. Wydaje się, iż w sytuacji braku przepisów …","http://prawoasekuracyjne.polbrokers.pl/wp-content/uploads/2017/08/pdf_masniak_2_2015.pdf","https://scholar.google.com/scholar?q=related:i1T14RKpGn8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
16,"P Adamiec, E Trzaskowska","Diagnoza stanu i walorów parków miejskich Lublina oraz wytyczne do ich kształtowania",2012,"Teka Komisji Architektury, Urbanistyki i …","psjd.icm.edu.pl","http://psjd.icm.edu.pl/psjd/element/bwmeta1.element.oai-journals-pan-pl-94317/c/oai-journals-pan-pl-94317_full-text_92598c3d-d76f-4f9d-bf07-861c9f7e319c.pdf","https://scholar.google.com/scholar?cites=16681233082429881066&as_sdt=2005&sciodt=2007&hl=en",47,"2024-11-27 10:42:35","PDF","","","",,,,,16,1.33,8,2,12,"Parki mogą być postrzegane z jednej strony jako wartość kulturowa miasta, tereny realizujące różne potrzeby mieszkańców, z drugiej w kontekście kształtowania środowiska …","http://psjd.icm.edu.pl/psjd/element/bwmeta1.element.oai-journals-pan-pl-94317/c/oai-journals-pan-pl-94317_full-text_92598c3d-d76f-4f9d-bf07-861c9f7e319c.pdf","https://scholar.google.com/scholar?q=related:6jq6hRulf-cJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
8,"J Windyga, B Baran, E Odnoczko…","Wytyczne postępowania w nabytej hemofilii A",2018,"Ginekologia i …","journals.viamedica.pl","https://journals.viamedica.pl/ginekologia_perinatologia_prakt/article/download/63134/47668","https://scholar.google.com/scholar?cites=2585450904469917822&as_sdt=2005&sciodt=2007&hl=en",48,"2024-11-27 10:42:35","PDF","","","",,,,,8,1.33,2,4,6,"Krwotoki położnicze i ginekologiczne są nadal częstym i ciężkim powikłaniem występującym u kobiet w wieku rozrodczym oraz okresie pełnej aktywności fizycznej i zawodowej. …","https://journals.viamedica.pl/ginekologia_perinatologia_prakt/article/download/63134/47668","https://scholar.google.com/scholar?q=related:flAkOeZd4SMJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
5,"M Wielgoś, DA Bomba-Opoń","Tokoliza w porodzie przedwczesnym–aktualne wytyczne",2014,"Ginekol Pol","ppm.edu.pl","https://ppm.edu.pl/docstore/download/WUMfa1e32aa6f2d4053b4e66778a00cb338/D4C8DABA-4D98-4E6E-B387-C4BB71D659FD.pdf","https://scholar.google.com/scholar?cites=15945811581849521201&as_sdt=2005&sciodt=2007&hl=en",49,"2024-11-27 10:42:35","PDF","","","",,,,,5,0.50,3,2,10,"Powszechnie stosowane w zagrażającym porodzie przedwczesnym leczenie tokolityczne nie wpływa istotnie na zmniejszenie umieralności i zachorowalności okołoporodowej. …","https://ppm.edu.pl/docstore/download/WUMfa1e32aa6f2d4053b4e66778a00cb338/D4C8DABA-4D98-4E6E-B387-C4BB71D659FD.pdf","https://scholar.google.com/scholar?q=related:MUxzLybnSt0J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
63,"N Galiè, M Humbert, JL Vachiery, S Gibbs, I Lang…","Wytyczne ESC/ERS dotyczace rozpoznawania i leczenia nadcisnienia plucnego w 2015 roku.",2015,"Kardiologia …","orbi.uliege.be","https://orbi.uliege.be/handle/2268/222591","https://scholar.google.com/scholar?cites=10574271351093269444&as_sdt=2005&sciodt=2007&hl=en",50,"2024-11-27 10:42:35","","","","",,,,,63,7.00,11,6,9,"… te wytyczne ESC/ERS, gdy dokonują oceny klinicznej, a także kiedy określają i realizują medyczne strategie prewencji, diagnostyki lub leczenia. Wytyczne nie … Wytyczne ESC/ERS nie …","https://orbi.uliege.be/bitstream/2268/222591/1/10322-31352-1-PB.pdf","https://scholar.google.com/scholar?q=related:xBOB2MRbv5IJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"K Lewandowska, T Lewandowski","Wykładnia celowościowa i językowa w prawie administracyjnym. Wytyczne doktryny i praktyczny przykład ich zastosowania",2010,"Samorząd Terytorialny","","","https://scholar.google.com/scholar?cites=2043593091020767776&as_sdt=2005&sciodt=2007&hl=en",51,"2024-11-27 10:42:35","CITATION","","","",,,,,13,0.93,7,2,14,"","","https://scholar.google.com/scholar?q=related:IEK8vxZNXBwJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
18,"B Rutkowski","Wytyczne dotyczące zasad zgłaszania, kwalifikacji i przygotowania zmarłych dawców do pobrania narządów-przewodnik praktyczny",2009,"","fmr.viamedica.pl","https://fmr.viamedica.pl/produkty/ksiazki/dla_lekarzy2/wytyczne_dotyczace_zasad_zglaszania_kwalifikacji_i_przygotowania_zmarlych_dawcow_do_pobrania_narzadow_przewodnik_praktyczny","https://scholar.google.com/scholar?cites=14467426852377942338&as_sdt=2005&sciodt=2007&hl=en",52,"2024-11-27 10:42:35","BOOK","","","",,,,,18,1.20,18,1,15,"Jednym z bardzo ważnych elementów wpływających na pomyślny rozwój transplantacji jest system pozyskiwania potencjalnych dawców narządów. Dotyczy to oczywiście systemu …","","https://scholar.google.com/scholar?q=related:QlnvDRKgxsgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
15,"T McDonagh, C Moulin, BA Popescu…","Wytyczne ESC dotyczące postępowania w migotaniu przedsionków na 2012 rok",2012,"Kardiologia …","journals.viamedica.pl","https://journals.viamedica.pl/polish_heart_journal/article/download/78790/61535","https://scholar.google.com/scholar?cites=17105978889280251887&as_sdt=2005&sciodt=2007&hl=en",53,"2024-11-27 10:42:35","PDF","","","",,,,,15,1.25,4,4,12,"… Wytyczne nie zastępują podręczników, ale je uzupełniają. … , przedstawiło liczne wytyczne dotyczące różnych problemów. Ze … Wytyczne reprezentują oficjalne stanowisko ESC dotyczące …","https://journals.viamedica.pl/polish_heart_journal/article/download/78790/61535","https://scholar.google.com/scholar?q=related:72fhHiulZO0J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"K Bajszczak, M Szarras-Czapnik…","Zaburzenia rozwoju płci—nowa nomenklatura oraz wytyczne w postępowaniu terapeutycznym",2014,"Seksuologia …","core.ac.uk","https://core.ac.uk/download/pdf/268464204.pdf","https://scholar.google.com/scholar?cites=6522196555305735519&as_sdt=2005&sciodt=2007&hl=en",54,"2024-11-27 10:42:35","PDF","","","",,,,,13,1.30,4,3,10,"Określenie zaburzenia rozwoju płci (ZRP) jako termin medyczny pojawiło się stosunkowo niedawno. Wystąpienie zaburzeń w różnicowaniu płciowym, skutkujące nieprawidłowościami …","https://core.ac.uk/download/pdf/268464204.pdf","https://scholar.google.com/scholar?q=related:X1VGAjZ_g1oJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"A Kepel, M Ciechanowski, R Jaros","Wytyczne dotyczące oceny oddziaływania elektrowni wiatrowych na nietoperze",2011,"GDOŚ, Warszawa","bio-study.pl","https://bio-study.pl/wp-content/uploads/2023/03/Wytyczne-w-zakresie-ocen-oddzialywania-elektrowni-wiatrowych-na-nietoperze.pdf","https://scholar.google.com/scholar?cites=18365044697929828885&as_sdt=2005&sciodt=2007&hl=en",55,"2024-11-27 10:42:35","PDF","","","",,,,,13,1.00,4,3,13,"Niniejsze opracowanie określa standardy oraz dobre praktyki, jakie na podstawie współczesnej wiedzy i wykorzystywanych obecnie metod są rekomendowane do stosowania w Polsce …","https://bio-study.pl/wp-content/uploads/2023/03/Wytyczne-w-zakresie-ocen-oddzialywania-elektrowni-wiatrowych-na-nietoperze.pdf","https://scholar.google.com/scholar?q=related:FUpHwNm-3f4J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
11,"G Skotnicka-Klonowicz, J Godziński…","Postępowanie w lekkich i średniociężkich urazach głowy u dzieci–wytyczne Polskiego Towarzystwa Chirurgów Dziecięcych",2014,"Stand Med Probl …","paramedica-milsys.pl","https://paramedica-milsys.pl/wp-content/uploads/2021/05/postepowanie_Standardy_CHIRURGIA_01_2014-Copy.pdf","https://scholar.google.com/scholar?cites=3437426300412631088&as_sdt=2005&sciodt=2007&hl=en",56,"2024-11-27 10:42:35","PDF","","","",,,,,11,1.10,4,3,10,"1. Urazy głowy stanowią przyczynę zgłaszania się do szpitalnych oddziałów ratunkowych około 1/3 wszystkich dzieci z urazem. Np. w doświadczeniu Oddziału Klinicznego Medycyny …","https://paramedica-milsys.pl/wp-content/uploads/2021/05/postepowanie_Standardy_CHIRURGIA_01_2014-Copy.pdf","https://scholar.google.com/scholar?q=related:MBiuCQIxtC8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
31,"A Tykarski, K Widecka…","Zasady postępowania w nadciśnieniu tętniczym—2015 rok. Wytyczne Polskiego Towarzystwa Nadciśnienia Tętniczego. Próba komentarza na temat zmian i ich …",2015,"Nadciśnienie tętnicze w …","journals.viamedica.pl","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/download/44404/30674","https://scholar.google.com/scholar?cites=10769719546308339254&as_sdt=2005&sciodt=2007&hl=en",57,"2024-11-27 10:42:35","PDF","","","",,,,,31,3.44,10,3,9,"Polskie Towarzystwo Nadciśnienia Tętniczego (PTNT) oddaje w Państwa ręce kolejną edycję wytycznych doty czących zasad postępowania w nadciśnieniu tętniczym. W ciągu …","https://journals.viamedica.pl/nadcisnienie_tetnicze_w_praktyce/article/download/44404/30674","https://scholar.google.com/scholar?q=related:NiZK8N26dZUJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"SN i Rehabilitacji","Wytyczne ESC/EAS dotyczące postępowania w dyslipidemiach",2011,"Kardiologia Polska","journals.viamedica.pl","https://journals.viamedica.pl/polish_heart_journal/article/download/79149/61466","https://scholar.google.com/scholar?cites=10255289879549829460&as_sdt=2005&sciodt=2007&hl=en",58,"2024-11-27 10:42:35","PDF","","","",,,,,13,1.00,13,1,13,"… Niniejsze wytyczne ESC i EAS opublikowano wyłącznie do użytku prywatnego w celach edukacyjnych. Nie zezwala się na ich wykorzystanie komercyjne. Żadna z części wytycznych ESC …","https://journals.viamedica.pl/polish_heart_journal/article/download/79149/61466","https://scholar.google.com/scholar?q=related:VOE5g88bUo4J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
8,"G Hindricks, T Potpara, N Dagres…","Wytyczne ESC 2020 dotyczące diagnostyki i leczenia migotania przedsionków opracowane we współpracy z European Association of Cardio‑Thoracic Surgery …",2021,"Polish Heart …","journals.viamedica.pl","https://journals.viamedica.pl/polish_heart_journal/article/view/83225","https://scholar.google.com/scholar?cites=15689523010403889436&as_sdt=2005&sciodt=2007&hl=en",59,"2024-11-27 10:42:35","","","","",,,,,8,2.67,2,4,3,"… Oświadczenie: Wytyczne ESC … wytyczne ESC podczas oceny klinicznej, a także kiedy określają i realizują medyczne strategie prewencji, diagnostyki lub leczenia. Wytyczne nie …","https://journals.viamedica.pl/polish_heart_journal/article/download/83225/62516","https://scholar.google.com/scholar?q=related:HPFwIg1ivNkJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
6,"D Bomba-Opoń, K Drews, H Huras…","Indukcja porodu—algorytmy kliniczne. Wytyczne Polskiego Towarzystwa Ginekologów i Położników",2018,"Ginekologia i …","journals.viamedica.pl","https://journals.viamedica.pl/ginekologia_perinatologia_prakt/article/download/57846/43681","https://scholar.google.com/scholar?cites=13296516214596434298&as_sdt=2005&sciodt=2007&hl=en",60,"2024-11-27 10:42:35","PDF","","","",,,,,6,1.00,2,4,6,"Indukcja porodu jest jedną z najczęstszych procedur stosowanych w dzisiejszym położnictwie i obecnie co piąta ciężarna jest poddawana tej procedurze, aw grupie rodzących drogami …","https://journals.viamedica.pl/ginekologia_perinatologia_prakt/article/download/57846/43681","https://scholar.google.com/scholar?q=related:evk9mQy3hrgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
3,"D FLL","Wytyczne dla dachów zielonych",2020,"Wytyczne do projektowania, wykonywania i …","dachyzielone.net","http://dachyzielone.net/wp-content/uploads/2016/04/Zielen-Miejska-1.2015.pdf","https://scholar.google.com/scholar?cites=6459617858622038503&as_sdt=2005&sciodt=2007&hl=en",61,"2024-11-27 10:42:35","PDF","","","",,,,,3,0.75,3,1,4,"… Wytyczne do projektowania i wykonywania dachów z izolacją wodochronną – wytyczne dachów płaskich”. W tym roku koncentrujemy się szczególnie na dachach zielonych. Działając …","http://dachyzielone.net/wp-content/uploads/2016/04/Zielen-Miejska-1.2015.pdf","https://scholar.google.com/scholar?q=related:56HvxzcspVkJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
