Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
716,"…, H White, PRISMA-Equity Bellagio group","PRISMA-Equity 2012 extension: reporting guidelines for systematic reviews with a focus on health equity",2012,"PLoS …","journals.plos.org","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001333","https://scholar.google.com/scholar?cites=328480574034199195&as_sdt=2005&sciodt=2007&hl=en",33,"2024-11-27 10:37:00","HTML","","","",,,,,716,59.67,239,3,12,"… This equity extension of PRISMA emphasizes the importance of enhancing the reporting of methods and results relevant to health equity, which we believe will improve the evidence base …","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001333","https://scholar.google.com/scholar?q=related:m8Lself_jgQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
226,"E Gill, S D'Amico, O Montenbruck","Autonomous formation flying for the PRISMA mission",2007,"Journal of Spacecraft and Rockets","arc.aiaa.org","https://arc.aiaa.org/doi/abs/10.2514/1.23015","https://scholar.google.com/scholar?cites=4456069925627535667&as_sdt=2005&sciodt=2007&hl=en",34,"2024-11-27 10:37:00","","10.2514/1.23015","","",,,,,226,13.29,75,3,17,"FORMATION flying of satellites is a research topic that has led to a variety of ambitious mission proposals in the past [1]. However, actual experience in formation flying is limited in terms …","https://arc.aiaa.org/doi/pdf/10.2514/1.23015","https://scholar.google.com/scholar?q=related:M6FU8_wj1z0J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
72660,"MJ Page, JE McKenzie, PM Bossuyt, I Boutron…","The PRISMA 2020 statement: an updated guideline for reporting systematic reviews",2021,"bmj","bmj.com","https://www.bmj.com/content/372/bmj.n71.short","https://scholar.google.com/scholar?cites=15727065504675327747&as_sdt=2005&sciodt=2007&hl=en",35,"2024-11-27 10:37:00","","","","",,,,,72660,24220.00,14532,5,3,"… A complete description of the methods used to develop PRISMA 2020 is available elsewhere.We identified PRISMA 2009 items that were often reported incompletely by examining the …","https://www.bmj.com/content/bmj/372/bmj.n71.full.pdf","https://scholar.google.com/scholar?q=related:A-94PcDCQdoJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
21254,"…, P Shekelle, LA Stewart, Prisma-P Group","Preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P) 2015 statement",2015,"Systematic reviews","Springer","https://link.springer.com/article/10.1186/2046-4053-4-1","https://scholar.google.com/scholar?cites=17703042528107474191&as_sdt=2005&sciodt=2007&hl=en",36,"2024-11-27 10:37:00","HTML","10.1186/2046-4053-4-1","","",,,,,21254,2361.56,5314,4,9,"… effort to harmonize the PRISMA-P checklist items with the items of the PRISMA checklist to … Thirteen PRISMA-P sub-items have existing PRISMA counterparts. Where PRISMA wording …","https://link.springer.com/article/10.1186/2046-4053-4-1","https://scholar.google.com/scholar?q=related:D616c2LXrfUJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
11560,"…, A Liberati, J Tetzlaff, DG Altman, Prisma Group","Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement",2010,"International journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1743919110000403","https://scholar.google.com/scholar?cites=12029221897513813898&as_sdt=2005&sciodt=2007&hl=en",37,"2024-11-27 10:37:00","HTML","","","",,,,,11560,825.71,2312,5,14,"… PRISMA; they can do so by registering on the PRISMA Web … reference the PRISMA Statement and include the PRISMA Web … PRISMA and encourage authors to adhere to its principles. …","https://www.sciencedirect.com/science/article/pii/S1743919110000403","https://scholar.google.com/scholar?q=related:ikepDZVh8KYJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
132678,"…, J Tetzlaff, DG Altman, t PRISMA Group*","Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement",2009,"Annals of internal …","acpjournals.org","https://www.acpjournals.org/doi/abs/10.7326/0003-4819-151-4-200908180-00135","https://scholar.google.com/scholar?cites=5335525499313988149&as_sdt=2005&sciodt=2007&hl=en",38,"2024-11-27 10:37:00","","10.7326/0003-4819-151-4-200908180-00135","","",,,,,132678,8845.20,33170,4,15,"… PRISMA; they can do so by registering on the PRISMA Web … reference the PRISMA Statement and include the PRISMA Web … We will use such information to inform PRISMA's continued …","https://www.acpjournals.org/doi/full/10.7326/0003-4819-151-4-200908180-00135?journalCode=aim","https://scholar.google.com/scholar?q=related:NSKmPCyYC0oJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
7,"王小琴, 韦当, 刘雅莉, 伍财亮, 季凯, 魏金全, 杨克虎","PRISMA 声明应用现状调查",2014,"","ir.lzu.edu.cn","https://ir.lzu.edu.cn/handle/262010/164079","https://scholar.google.com/scholar?cites=5524034013581964859&as_sdt=2005&sciodt=2007&hl=en",39,"2024-11-27 10:37:00","","","","",,,,,7,0.70,1,7,10,"… 对149 篇全文的文献计量分析结果显示: 这些文献发表在118 种期刊上, 而PRISMA 官网公布 的支持期刊有176 种. 按研究类型分类, 系统评价/Meta 分析111 篇(既用于制作, 也用于报告)... …","","https://scholar.google.com/scholar?q=related:O3a68qpPqUwJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
208,"S Cogliati, F Sarti, L Chiarantini, M Cosi…","The PRISMA imaging spectroscopy mission: overview and first performance analysis",2021,"Remote sensing of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0034425721002170","https://scholar.google.com/scholar?cites=7855991660456415316&as_sdt=2005&sciodt=2007&hl=en",40,"2024-11-27 10:37:00","HTML","","","",,,,,208,69.33,42,5,3,"… PRISMA commission phase, we aim to provide a first evaluation of the spectral, spatial and radiometric performance of PRISMA L … radiance measured by PRISMA and modelled using in-…","https://www.sciencedirect.com/science/article/pii/S0034425721002170","https://scholar.google.com/scholar?q=related:VJDv18oWBm0J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
1881,"MJ Page, JE McKenzie, PM Bossuyt, I Boutron…","Updating guidance for reporting systematic reviews: development of the PRISMA 2020 statement",2021,"Journal of clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0895435621000408","https://scholar.google.com/scholar?cites=15367804918615098770&as_sdt=2005&sciodt=2007&hl=en",41,"2024-11-27 10:37:00","HTML","","","",,,,,1881,627.00,376,5,3,"… reviews to generate suggested modifications to the PRISMA 2009 statement. We invited 220 … Following the meeting, we drafted the PRISMA 2020 statement and refined it based on …","https://www.sciencedirect.com/science/article/pii/S0895435621000408","https://scholar.google.com/scholar?q=related:ksWNvyZpRdUJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
58,"WM Bernardo","PRISMA statement and PROSPERO",2017,"International braz j urol","SciELO Brasil","https://www.scielo.br/j/ibju/a/QC8X9gPMFKpHv7qRKxf8vgw/?lang=en","https://scholar.google.com/scholar?cites=14346581623279052637&as_sdt=2005&sciodt=2007&hl=en",42,"2024-11-27 10:37:00","HTML","","","",,,,,58,8.29,58,1,7,"Independent of who made the first Review in health literature, it is possible to state that the development of the fundamental concepts on Systematic Review and Meta-analysis is …","https://www.scielo.br/j/ibju/a/QC8X9gPMFKpHv7qRKxf8vgw/?lang=en","https://scholar.google.com/scholar?q=related:XeexlPlLGccJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
121,"C Sohrabi, T Franchi, G Mathew, A Kerwan…","PRISMA 2020 statement: what's new and the importance of reporting guidelines",2021,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1743919121000522","https://scholar.google.com/scholar?cites=18127301349970083562&as_sdt=2005&sciodt=2007&hl=en",43,"2024-11-27 10:37:00","HTML","","","",,,,,121,40.33,24,5,3,"… , leading to the publication of the PRISMA-IPD statement in 2015 [39]. … PRISMA 2020 now incorporates an updated version of the 2013 abstract guideline to complement the PRISMA …","https://www.sciencedirect.com/science/article/pii/S1743919121000522","https://scholar.google.com/scholar?q=related:6v5sBYkckfsJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
263,"…, N Dubuc, A Tourigny, PRISMA Group","PRISMA: a new model of integrated service delivery for the frail older people in Canada",2003,"… journal of integrated …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1483944/","https://scholar.google.com/scholar?cites=15440408708965880669&as_sdt=2005&sciodt=2007&hl=en",44,"2024-11-27 10:37:00","HTML","","","",,,,,263,12.52,66,4,21,"… This article will describe in more detail the integrated care mechanisms and tools developed and implemented by PRISMA. The mechanisms refer to (1) co-ordination between …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1483944/","https://scholar.google.com/scholar?q=related:XVPC_OlZR9YJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
520,"L Zorzela, YK Loke, JP Ioannidis, S Golder…","PRISMA harms checklist: improving harms reporting in systematic reviews",2016,"bmj","bmj.com","https://www.bmj.com/content/352/bmj.i157.abstract","https://scholar.google.com/scholar?cites=2960112826688519242&as_sdt=2005&sciodt=2007&hl=en",45,"2024-11-27 10:37:00","","","","",,,,,520,65.00,104,5,8,"… (including the PRISMA statement, PRISMA for abstracts, and PRISMA for … PRISMA harms checklist contains four essential reporting elements to be added to the original PRISMA …","https://www.bmj.com/content/bmj/352/bmj.i157.full.pdf","https://scholar.google.com/scholar?q=related:SrzYue5uFCkJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
346,"M Regona, T Yigitcanlar, B Xia, RYM Li","Opportunities and adoption challenges of AI in the construction industry: A PRISMA review",2022,"Journal of open innovation …","mdpi.com","https://www.mdpi.com/2199-8531/8/1/45","https://scholar.google.com/scholar?cites=4100867921516301951&as_sdt=2005&sciodt=2007&hl=en",46,"2024-11-27 10:37:00","HTML","","","",,,,,346,173.00,87,4,2,"Artificial intelligence (AI) is a powerful technology with a range of capabilities, which are beginning to become apparent in all industries nowadays. The increased popularity of AI in the …","https://www.mdpi.com/2199-8531/8/1/45","https://scholar.google.com/scholar?q=related:fw7GtKU16TgJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
139,"S Arya, AH Kaji, MA Boermeester","PRISMA reporting guidelines for meta-analyses and systematic reviews",2021,"JAMA surgery","jamanetwork.com","https://jamanetwork.com/journals/jamasurgery/article-abstract/2778468","https://scholar.google.com/scholar?cites=9309252962403366526&as_sdt=2005&sciodt=2007&hl=en",47,"2024-11-27 10:37:00","","","","",,,,,139,46.33,46,3,3,"… -analyses (PRISMA-IPD) and network meta-analysis (PRISMA-NMA). The PRISMA statement is endorsed by a number of journals and health care organizations. Adherence to PRISMA …","https://jamanetwork.com/journals/jamasurgery/fullarticle/2778468","https://scholar.google.com/scholar?q=related:fjZOLD8cMYEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
110,"ML Rethlefsen, MJ Page","PRISMA 2020 and PRISMA-S: common questions on tracking records and the flow diagram",2022,"… of the Medical Library Association: JMLA","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9014944/","https://scholar.google.com/scholar?cites=17311368852784202590&as_sdt=2005&sciodt=2007&hl=en",48,"2024-11-27 10:37:00","HTML","","","",,,,,110,55.00,55,2,2,"… types: PRISMA 2020, the updated version of the PRISMA (… , 2]; and PRISMA-S, an extension to PRISMA focused solely on … PRISMA 2020 and PRISMA-S include several significant …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9014944/","https://scholar.google.com/scholar?q=related:XsP2hUBWPvAJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
2095,"TF Galvão, TSA Pansani…","Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA",2015,"Epidemiologia e serviços …","SciELO Public Health","https://www.scielosp.org/article/ssm/content/raw/?resource_ssm_path=/media/assets/ress/v24n2/2237-9622-ress-24-02-00335.pdf","https://scholar.google.com/scholar?cites=11846655092229282730&as_sdt=2005&sciodt=2007&hl=en",49,"2024-11-27 10:37:00","PDF","","","",,,,,2095,232.78,698,3,9,"… durante a reunião e resumidos no site do PRISMA (http://www.prisma-statement.org/). Apenas … Logo após a reunião, um esboço do checklist PRISMA circulou pelo grupo, incluindo os …","https://www.scielosp.org/article/ssm/content/raw/?resource_ssm_path=/media/assets/ress/v24n2/2237-9622-ress-24-02-00335.pdf","https://scholar.google.com/scholar?q=related:qhvmRArGZ6QJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
48,"CP Rodrigo","Las revisiones sistemáticas: declaración PRISMA",2012,"Rev Esp Nutr Comunitaria","renc.es","https://www.renc.es/imagenes/auxiliar/files/nutr_1-2012%20taller%20escritura.pdf","https://scholar.google.com/scholar?cites=8766712637863438574&as_sdt=2005&sciodt=2007&hl=en",50,"2024-11-27 10:37:00","PDF","","","",,,,,48,4.00,48,1,12,"… Además, PRISMA es aplicable a todo tipo de revisiones sistemáticas, no se limita a los metaanálisis de ensayos clínicos. PRISMA se ha concebido como una herramienta …","https://www.renc.es/imagenes/auxiliar/files/nutr_1-2012%20taller%20escritura.pdf","https://scholar.google.com/scholar?q=related:7ijHM7KeqXkJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
70,"C Giardino, M Bresciani, F Braga, A Fabbretto…","First evaluation of PRISMA level 1 data for water applications",2020,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/20/16/4553","https://scholar.google.com/scholar?cites=567863776707711239&as_sdt=2005&sciodt=2007&hl=en",51,"2024-11-27 10:37:00","HTML","","","",,,,,70,17.50,14,5,4,"… PRISMA in the VNIR region. In particular, the TOA radiances obtained from the radiometrically calibrated PRISMA … are included in the analysis to evaluate the match with PRISMA data. …","https://www.mdpi.com/1424-8220/20/16/4553","https://scholar.google.com/scholar?q=related:B5F5oxh14QcJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
134,"NR Haddaway, LA McGuinness, CC Pritchard","PRISMA2020: R package and ShinyApp for producing PRISMA 2020 compliant flow diagrams",2021,"","irep.ntu.ac.uk","https://irep.ntu.ac.uk/id/eprint/43397/","https://scholar.google.com/scholar?cites=18290352086358130683&as_sdt=2005&sciodt=2007&hl=en",52,"2024-11-27 10:37:00","","","","",,,,,134,44.67,45,3,3,"You can use this package to produce a flow diagram that conforms to the PRISMA 2020 preprint standards using the PRISMA_flowdiagram() function. The data can be manually entered …","",""
66,"KV Barrios Serna, DM Orozco Núñez…","Nuevas recomendaciones de la versión PRISMA 2020 para revisiones sistemáticas y metaanálisis",2021,"Acta neurológica …","scielo.org.co","http://www.scielo.org.co/scielo.php?pid=S0120-87482021000300105&script=sci_arttext","https://scholar.google.com/scholar?cites=11469609071588131457&as_sdt=2005&sciodt=2007&hl=en",53,"2024-11-27 10:37:00","HTML","","","",,,,,66,22.00,22,3,3,"… A continuación se evidencian los cambios que se han establecido en la guía PRISMA 2020 2 . Para tenerlos en cuenta en nuestra revista acta neurológica. … PRISMA destaca por ser …","http://www.scielo.org.co/scielo.php?pid=S0120-87482021000300105&script=sci_arttext","https://scholar.google.com/scholar?q=related:gcKbmK48LJ8J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
136,"B Peixoto, R Pinto, M Melo, L Cabral, M Bessa","Immersive virtual reality for foreign language education: A PRISMA systematic review",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9386131/","https://scholar.google.com/scholar?cites=4303366841386747966&as_sdt=2005&sciodt=2007&hl=en",54,"2024-11-27 10:37:00","","","","",,,,,136,45.33,27,5,3,"Immersion is a proven method of learning a foreign language and using Virtual Reality to achieve that immersion has high potential educational benefits. However, there are no recent …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09386131.pdf","https://scholar.google.com/scholar?q=related:PkgNj1ehuDsJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
288,"J McGowan, S Straus, D Moher, EV Langlois…","Reporting scoping reviews—PRISMA ScR extension",2020,"Journal of clinical …","jclinepi.com","https://www.jclinepi.com/article/S0895-4356(20)30163-3/abstract","https://scholar.google.com/scholar?cites=3394673243685883719&as_sdt=2005&sciodt=2007&hl=en",55,"2024-11-27 10:37:00","","","","",,,,,288,72.00,58,5,4,"… to the PRISMA statement, it will be important for the guidance contained in each of the PRISMA extensions to be revised accordingly. This is something the authors of PRISMA-ScR will …","https://www.academia.edu/download/63099162/Editorial_JCE_1-s2.0-S0895435620301633-main20200426-54367-15mq70y.pdf","https://scholar.google.com/scholar?q=related:R49rUlRNHC8J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
168,"G Urrútia, X Bonfill","La declaración PRISMA: un paso adelante en la mejora de las publicaciones de la Revista Española de Salud Pública",2013,"Revista española de salud pública","SciELO Espana","https://scielo.isciii.es/scielo.php?pid=S1135-57272013000200001&script=sci_arttext","https://scholar.google.com/scholar?cites=146371407318256164&as_sdt=2005&sciodt=2007&hl=en",56,"2024-11-27 10:37:00","HTML","","","",,,,,168,15.27,84,2,11,"… Por suerte, las directrices PRISMA constituyen una guía clara y útil para esta importante … traducción y explicación de PRISMA al español 8 . La declaración PRISMA ha sido apoyada …","https://scielo.isciii.es/scielo.php?pid=S1135-57272013000200001&script=sci_arttext","https://scholar.google.com/scholar?q=related:JIp6-gQECAIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
39,"MM Albhirat, A Rashid, R Rasheed, S Rasool…","The PRISMA statement in enviropreneurship study: a systematic literature and a research agenda",2024,"Cleaner Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666790824000016","https://scholar.google.com/scholar?cites=6329270047956705043&as_sdt=2005&sciodt=2007&hl=en",57,"2024-11-27 10:37:00","HTML","","","",,,,,39,39.00,8,5,1,"… term “enviropreneurship” and applying PRISMA guidelines for transparency and methodological … To address this, the widespread adoption of PRISMA principles adapted to the specific …","https://www.sciencedirect.com/science/article/pii/S2666790824000016","https://scholar.google.com/scholar?q=related:E5_6H5MV1lcJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
7230,"MJ Page, D Moher, PM Bossuyt, I Boutron…","PRISMA 2020 explanation and elaboration: updated guidance and exemplars for reporting systematic reviews",2021,"bmj","bmj.com","https://www.bmj.com/content/372/bmj.n160.short","https://scholar.google.com/scholar?cites=5690463728863156963&as_sdt=2005&sciodt=2007&hl=en",58,"2024-11-27 10:37:00","","","","",,,,,7230,2410.00,1446,5,3,"… -Analyses (PRISMA) statement published in 2009 (hereafter referred to as PRISMA 2009)1-12 … We have updated the PRISMA 2009 statement (to PRISMA 2020) to ensure currency and …","https://www.bmj.com/content/bmj/372/bmj.n160.full.pdf","https://scholar.google.com/scholar?q=related:4xoirpyW-E4J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
7,"MA Blegen","Prisma",2010,"Nursing research","journals.lww.com","https://journals.lww.com/nursingresearchonline/fulltext/2010/07000/Prisma.1.aspx","https://scholar.google.com/scholar?cites=9985289242051617810&as_sdt=2005&sciodt=2007&hl=en",59,"2024-11-27 10:37:00","","","","",,,,,7,0.50,7,1,14,"The PRISMA group emphasized the assessment of bias in the systematic review itself as well as in each individual study included in the review. Risk of bias originates in the clinical and …","https://journals.lww.com/nursingresearchonline/_layouts/15/oaks.journals/downloadpdf.aspx?an=00006199-201007000-00001","https://scholar.google.com/scholar?q=related:EiQETKnfkooJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
149,"PS Fleming, J Seehra…","A PRISMA assessment of the reporting quality of systematic reviews in orthodontics",2013,"The Angle …","meridian.allenpress.com","https://meridian.allenpress.com/angle-orthodontist/article-abstract/83/1/158/58925","https://scholar.google.com/scholar?cites=13024791206931846261&as_sdt=2005&sciodt=2007&hl=en",60,"2024-11-27 10:37:00","","","","",,,,,149,13.55,50,3,11,"… The mean overall PRISMA score was 64.1% (95% confidence interval [CI], 62%–65%). The … the PRISMA score. The association between AMSTAR score and modified PRISMA score …","https://meridian.allenpress.com/angle-orthodontist/article-pdf/83/1/158/1413444/032612-251_1.pdf","https://scholar.google.com/scholar?q=related:ddTNKphawbQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
217,"S D'Amico, JS Ardaens, R Larsson","Spaceborne autonomous formation-flying experiment on the PRISMA mission",2012,"Journal of Guidance, Control, and …","arc.aiaa.org","https://arc.aiaa.org/doi/abs/10.2514/1.55638","https://scholar.google.com/scholar?cites=11580271364322317720&as_sdt=2005&sciodt=2007&hl=en",61,"2024-11-27 10:37:00","","10.2514/1.55638","","",,,,,217,18.08,72,3,12,"The Prototype Research Instruments and Space Mission Technology Advancement (PRISMA) represents the first European technology demonstration of formation-flying and on-orbit-…","https://arc.aiaa.org/doi/pdf/10.2514/1.55638","https://scholar.google.com/scholar?q=related:mFUPcXNjtaAJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
33,"B Hutton, D Moher, C Cameron","The PRISMA extension statement",2015,"Annals of Internal Medicine","acpjournals.org","https://www.acpjournals.org/doi/abs/10.7326/l15-5144-2","https://scholar.google.com/scholar?cites=3656960596788175169&as_sdt=2005&sciodt=2007&hl=en",62,"2024-11-27 10:37:00","","10.7326/l15-5144-2","","",,,,,33,3.67,11,3,9,"… The PRISMA statement's explanation and elaboration article … This practice is addressed in item 8 in the PRISMA explanation and … from the PRISMA statement remains highly relevant. …","https://www.acpjournals.org/doi/pdf/10.7326/L15-5144-2","https://scholar.google.com/scholar?q=related:QeEokUkiwDIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
49,"E Lopinto, C Ananasso","The Prisma hyperspectral mission",2020,"Proceedings of the 33rd EARSeL Symposium …","ugpti.org","https://www.ugpti.org/smartse/research/citations/downloads/Lopinto-Prisma_Hyperspectral_Mission-2013.pdf","https://scholar.google.com/scholar?cites=16167980809907067809&as_sdt=2005&sciodt=2007&hl=en",63,"2024-11-27 10:37:00","PDF","","","",,,,,49,12.25,25,2,4,"The aim of the paper is to provide an overview of the PRISMA (PRecursore IperSpettrale della Missione Applicativa) mission and the related scientific foreseen applications. The …","https://www.ugpti.org/smartse/research/citations/downloads/Lopinto-Prisma_Hyperspectral_Mission-2013.pdf","https://scholar.google.com/scholar?q=related:odvXjeI0YOAJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
185,"D Moher, A Liberati, J Tetzlaff…","Bevorzugte report items für systematische übersichten und meta-analysen: das PRISMA-statement",2011,"DMW-Deutsche …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0031-1272978","https://scholar.google.com/scholar?cites=9764774852076732174&as_sdt=2005&sciodt=2007&hl=en",64,"2024-11-27 10:37:00","HTML","10.1055/s-0031-1272978","","",,,,,185,14.23,46,4,13,"… In this article, we provide a German translation of the PRISMA Statement. … die das PRISMA-Statement unterstützen, auf PRISMA zu verweisen und die Webseite des PRISMA-Statements …","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0031-1272978","https://scholar.google.com/scholar?q=related:Dn-z8f1yg4cJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
