Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"НК год аттестации Соот","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2013–2014 учебный год муниципального автономного общеобразовательного …",1984,"учитель","aslana.depon72.ru","http://aslana.depon72.ru/files/upload/EDU/School-51065/%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/%D0%9A%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2(1).doc","",21,"2024-11-27 10:41:10","DOC","","","",,,,,0,0.00,0,1,40,"КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ …","http://aslana.depon72.ru/files/upload/EDU/School-51065/%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/%D0%9A%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2(1).doc","https://scholar.google.com/scholar?q=related:BDyKZi_Wx68J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"ДД рождения Образование","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2013–2014 учебный год муниципального автономного общеобразовательного …",1976,"Учитель","kievo.depon72.ru","http://kievo.depon72.ru/files/upload/EDU/School-51074/Doki/%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%81%D0%BF%D0%B8%D1%81%D0%BA%D0%B8%202013-2014%20%D1%83%D1%87.%20%D0%B3%D0%BE%D0%B4.doc","",22,"2024-11-27 10:41:10","DOC","","","",,,,,0,0.00,0,1,48,"Высшее, Государственное образовательное учреждение высшего профессионального образования «Тюменский государственный университет», 2007год., специалист по …","http://kievo.depon72.ru/files/upload/EDU/School-51074/Doki/%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%81%D0%BF%D0%B8%D1%81%D0%BA%D0%B8%202013-2014%20%D1%83%D1%87.%20%D0%B3%D0%BE%D0%B4.doc","https://scholar.google.com/scholar?q=related:CaZ3xH7Maw8J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"Т областной Думы","Контрольный список педагогических работников организаций общего образования на 2020-2021 учебный год МАОУ"" Викуловская СОШ № 1"" …",1987,"география","vikulovo.net","http://vikulovo.net/wp-content/uploads/2021/04/Kontrolnyj-spisok-2020-2021-Poddubrovinskaya-shkola.pdf","",23,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,37,"Интегрированное обучение детей с отклонениями в образовательных организациях в условиях ФГОС», 2015 г,"" Реализация курса ОРКСЭ"", 2015 г."" Актуальные проблемы …","http://vikulovo.net/wp-content/uploads/2021/04/Kontrolnyj-spisok-2020-2021-Poddubrovinskaya-shkola.pdf","https://scholar.google.com/scholar?q=related:p3Us-guflbYJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"НЖ Дюсенова","КОНТРОЛЬНЫЙ ПЕРЕЧЕНЬ ЗАКОНОДАТЕЛЬНЫХ И НОРМАТИВНЫХ ДОКУМЕНТОВ (СТАНДАРТОВ), РЕГЛАМЕНТИРУЮЩИХ ОБРАЗОВАТЕЛЬНУЮ …",,"Закон","kaznmu.kz","https://kaznmu.kz/rus/wp-content/uploads/2014/12/%D0%94%D0%A3%D0%9C%D0%A0_%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D0%B8_2014.pdf","",24,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,,"Страница 1 из 14 Форма №7 Форма контрольного перечня законодательных и Page 1 СЖАСФЕНДИЯРОВ АТЫНДАҒЫ ҚАЗАҚ ҰЛТТЫҚ МЕДИЦИНА УНИВЕРСИТЕТІ …","https://kaznmu.kz/rus/wp-content/uploads/2014/12/%D0%94%D0%A3%D0%9C%D0%A0_%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D0%B8_2014.pdf","https://scholar.google.com/scholar?q=related:0woCMVy6X8wJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"П Первая","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2023–2024 учебный год филиал МАОУ «Староалександровская СОШ им. Калиева АМ …",,"учитель","… .tmn.eduru.ru","https://staroaleksandrovskayaschool.tmn.eduru.ru/media/2023/10/11/1335390367/Varvara_Kontrol_ny_j_spisok_2023-2024.pdf","",25,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,,"34 преподавания ИЗО в условиях реализации требований ФГОС». 2021 г,«Методика преподавания учебного предмета «География» в условиях обновления содержания …","https://staroaleksandrovskayaschool.tmn.eduru.ru/media/2023/10/11/1335390367/Varvara_Kontrol_ny_j_spisok_2023-2024.pdf","https://scholar.google.com/scholar?q=related:1d573a2D5ykJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"П Общий","Контрольный список педагогических работников учреждений общего образования на 2013-2014 учебный год",1984,"учитель","bushuevoshkola.ucoz.ru","https://bushuevoshkola.ucoz.ru/dokument/vedomstvennye_formy_2013_g-maou_bushuevskaja_oosh-.pdf","",26,"2024-11-27 10:41:10","","","","",,,,,0,0.00,0,1,40,"… Контрольный список педагогических работников учреждений общего образования на 2013-2014 учебный год …","","https://scholar.google.com/scholar?q=related:i4N7Gp0Y-qUJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
12,"М Лангоуни","Контрольный список характеристик культа",2000,"Журнал практического психолога","","","https://scholar.google.com/scholar?cites=15158371377232682270&as_sdt=2005&sciodt=2007&hl=en",27,"2024-11-27 10:41:10","CITATION","","","",,,,,12,0.50,12,1,24,"","","https://scholar.google.com/scholar?q=related:Hh1ngXRaXdIJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
4,"А Белышкин","Контрольный список интерфейса ПО",2003,"","","","https://scholar.google.com/scholar?cites=13002484961491896545&as_sdt=2005&sciodt=2007&hl=en",28,"2024-11-27 10:41:10","CITATION","","","",,,,,4,0.19,4,1,21,"","","https://scholar.google.com/scholar?q=related:4UgVry4bcrQJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
4,"АС Зернов, ШН Мирзаева","Контрольный список флоры Апшерона",2021,"","Баку","","https://scholar.google.com/scholar?cites=2926802953402523751&as_sdt=2005&sciodt=2007&hl=en",29,"2024-11-27 10:41:10","CITATION","","","",,,,,4,1.33,2,2,3,"","","https://scholar.google.com/scholar?q=related:ZyAffccXnigJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
2,"Ф Корур, Т Байкал","Медицинский Контрольный список. Руководство по эффективному документированию и расследованию пыток и других форм жестокого …",2007,"","IPIP","","https://scholar.google.com/scholar?cites=17434820165066809734&as_sdt=2005&sciodt=2007&hl=en",30,"2024-11-27 10:41:10","CITATION","","","",,,,,2,0.12,1,2,17,"","","https://scholar.google.com/scholar?q=related:huGfBZHs9PEJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
2,"ЮК Виноградова, ЕВ Аистова, ЛА Антонова","Инвазивные растения во флоре Дальнего Востока России: контрольный список и комментарии",2020,"Botanica Pacifica: a journal of plant …","","","https://scholar.google.com/scholar?cites=6413394043338606740&as_sdt=2005&sciodt=2007&hl=en",31,"2024-11-27 10:41:10","CITATION","","","",,,,,2,0.50,1,3,4,"","","https://scholar.google.com/scholar?q=related:lMjNHefzAFkJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
2,"Р Говертс","Ник Лугадха Э., Блэк Н., Тернер Р. и Паттон А.(2021). Всемирный контрольный список сосудистых растений-постоянно обновляемый ресурс для …",,"","","","https://scholar.google.com/scholar?cites=6260172204464895168&as_sdt=2005&sciodt=2007&hl=en",32,"2024-11-27 10:41:10","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:wHTnv3OZ4FYJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
2,"В Головач","Контрольный список Веб-интерфейса http://www. webclub. ru/content/design_usability/article-272. html. Сведения об авторах: Мартынов Виталий …",,"Уфа, ул. К. Маркса","","","https://scholar.google.com/scholar?cites=963041970239916225&as_sdt=2005&sciodt=2007&hl=en",33,"2024-11-27 10:41:10","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:wUjxy5FpXQ0J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"A Herforth, C Dufour, AL Noack","Планирование инвестиций в сельское хозяйство с учетом фактора питания. Контрольный перечень и рекомендации по разработке программ",2016,"","agris.fao.org","https://agris.fao.org/search/en/providers/122621/records/6473b98e13d110e4e7ac2dde","",34,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,3,8,"Настоящий документ основан на тщательном анализе опыта ведения сельского хозяйства с учетом фактора питания. Он был разработан на основе интенсивных …","","https://scholar.google.com/scholar?q=related:GQ6aDs2c0ugJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"И ИГПИ","Контрольный список на 2022-2023 учебный год СП МАОУ Абатская СОШ № 2 Водолазовская ООШ",1958,"учитель","","","",35,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,66,"","","https://scholar.google.com/scholar?q=related:CX0SFJ6eycwJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"НН Чупина","Контрольный список педагогических работников МАОУ Наримановская СОШ на 2014-2015 учебный год",1958,"Учитель","","","",36,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,66,"","","https://scholar.google.com/scholar?q=related:pMriJVnT664J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"УО АТМР","Контрольный список педагогических работников МАОУ Луговской СОШ на 2015-2016 учебный год",2005,"учитель","","","",37,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,19,"","","https://scholar.google.com/scholar?q=related:x3nbNhy1mZQJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"О Плесовских","Контрольный список педагогических работников организаций общего образования на 2018-2019 учебный год",2015,"учитель","","","",38,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,9,"","","https://scholar.google.com/scholar?q=related:cmM21uaYj1UJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"С работы Учебная","Контрольный список педагогических работников МАОУ Емуртлинская СОШ на 2020-2021 учебный год",1995,"Учитель","","","",39,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,29,"","","https://scholar.google.com/scholar?q=related:RUAqiz-flxQJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"С Нагрузка","«Утверждено» Директор МАОУ СОШ № 70 15.01. 2021 г. ЛН Русакова Контрольный список педагогических кадров МАОУ СОШ № 70 города …",,"Учитель","","","",40,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:JTo8VeasgugJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"НМ Панчук","Контрольный список педагогических работников МКОУ «СОШ № 1 ст. Зеленчукской» на 2013-2014 учебный год",2009,"Завуч","","","",41,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,15,"","","https://scholar.google.com/scholar?q=related:OXDB1zHuGooJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"СОП СУБЪЕКТЕ","… БЕЛАРУСЬ Департамент по надзору за безопасным ведением работ в промышленности КОНТРОЛЬНЫЙ СПИСОК ВОПРОСОВ (ЧЕК-ЛИСТ) № …",,"Железнодорожный транспорт","","","",42,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:hn2YxyOl51wJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"Г УО","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2022-2023 учебный год филиал МАОУ «Аромашевская СОШ им. ВД Кармацкого» …",1989,"Учитель","","","",43,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,35,"","","https://scholar.google.com/scholar?q=related:GSlLNJOcPtQJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"V Приложение","Контрольный список работ АБД Oracle",,"","","","",44,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:s229AVTFmJ4J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"М Переподготовка","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2021-2022 учебный год филиал МАОУ «Аромашевская СОШ им. ВД Кармацкого» …",1989,"Учитель","","","",45,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,35,"","","https://scholar.google.com/scholar?q=related:osbIprzmO4kJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"БП Главы","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ на 2021-2022 учебный год филиал МАОУ «Аромашевская СОШ им. ВД Кармацкого» …",1974,"Учитель","","","",46,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,1,50,"","","https://scholar.google.com/scholar?q=related:QKupLt8_PRcJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"Н Ахметова, Т Аникина, С Андриевских","Контрольный список",,"Учитель","","","",47,"2024-11-27 10:41:10","CITATION","","","",,,,,0,0.00,0,3,,"","","https://scholar.google.com/scholar?q=related:InepyZr8fyoJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
